0.908594 0.0686005 10813.4
0.914548 0.0854294 11718
0.895695 0.0766371 9540.43
0.908594 0.0686005 10813.4



0.893354 0.0583537 8984.08
0.908594 0.0686005 10813.4
0.895695 0.0766371 9540.43
0.893354 0.0583537 8984.08



0.923265 0.0647923 12378.3
0.914548 0.0854294 11718
0.908594 0.0686005 10813.4
0.923265 0.0647923 12378.3



0.919502 0.120485 12440.8
0.905811 0.106048 11077.3
0.921159 0.102389 12581.5
0.919502 0.120485 12440.8



0.935293 0.133395 13853.4
0.919502 0.120485 12440.8
0.938305 0.112137 14414.7
0.935293 0.133395 13853.4



0.91363 0.138237 11780.6
0.898939 0.124803 10629.6
0.919502 0.120485 12440.8
0.91363 0.138237 11780.6



0.893354 0.0583537 8984.08
0.879872 0.050169 7509.76
0.895827 0.0357583 8899.02
0.893354 0.0583537 8984.08



0.893354 0.0583537 8984.08
0.879569 0.076567 7672.85
0.879872 0.050169 7509.76
0.893354 0.0583537 8984.08



0.925092 0.0467524 12227.6
0.939814 0.0394532 13761.1
0.940664 0.0579888 14277.9
0.925092 0.0467524 12227.6



0.919599 0.0308397 11185.7
0.925092 0.0467524 12227.6
0.909208 0.0497817 10546.7
0.919599 0.0308397 11185.7



0.919599 0.0308397 11185.7
0.939814 0.0394532 13761.1
0.925092 0.0467524 12227.6
0.919599 0.0308397 11185.7



0.895695 0.0766371 9540.43
0.879569 0.076567 7672.85
0.893354 0.0583537 8984.08
0.895695 0.0766371 9540.43



0.909208 0.0497817 10546.7
0.908594 0.0686005 10813.4
0.893354 0.0583537 8984.08
0.909208 0.0497817 10546.7



0.893664 0.0928572 9665.05
0.879569 0.076567 7672.85
0.895695 0.0766371 9540.43
0.893664 0.0928572 9665.05



0.888058 0.111448 9554.6
0.875407 0.124238 8843.1
0.875275 0.0999507 8138.87
0.888058 0.111448 9554.6



0.893664 0.0928572 9665.05
0.888058 0.111448 9554.6
0.875275 0.0999507 8138.87
0.893664 0.0928572 9665.05



0.898939 0.124803 10629.6
0.875407 0.124238 8843.1
0.888058 0.111448 9554.6
0.898939 0.124803 10629.6



0.875275 0.0999507 8138.87
0.861811 0.0858556 6100.42
0.879569 0.076567 7672.85
0.875275 0.0999507 8138.87



0.905811 0.106048 11077.3
0.898939 0.124803 10629.6
0.888058 0.111448 9554.6
0.905811 0.106048 11077.3



0.858152 0.108249 7219.75
0.861811 0.0858556 6100.42
0.875275 0.0999507 8138.87
0.858152 0.108249 7219.75



0.866209 0.0643978 5579.81
0.879872 0.050169 7509.76
0.879569 0.076567 7672.85
0.866209 0.0643978 5579.81



0.976584 0.127867 18909
0.95315 0.120754 16043.9
0.963037 0.107209 17321.7
0.976584 0.127867 18909



0.960479 0.0521575 16643.4
0.939814 0.0394532 13761.1
0.953859 0.0338617 15371.1
0.960479 0.0521575 16643.4



0.969382 0.0734241 18030.8
0.952788 0.0727331 15952.2
0.960479 0.0521575 16643.4
0.969382 0.0734241 18030.8



0.978433 0.0595027 19103.1
0.969382 0.0734241 18030.8
0.960479 0.0521575 16643.4
0.978433 0.0595027 19103.1



0.982855 0.0457151 19582.7
0.978433 0.0595027 19103.1
0.960479 0.0521575 16643.4
0.982855 0.0457151 19582.7



0.982855 0.0457151 19582.7
